,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0,3904326,VER,1,120179,1.0,1.0,,,-1,49276,35061,,0 days 01:04:29.265000,0 days 01:05:04.405000,278.0,124.0,197.0,122.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:03:03.844000,2023-09-24 05:04:05.253,124,1.0,False,,False,False
1,4068688,VER,1,-1,2.0,1.0,,,65251,68600,30466,0 days 01:06:09.622000,0 days 01:07:18.246000,0 days 01:07:48.699000,119.0,214.0,123.0,129.0,False,MEDIUM,2.0,True,Red Bull Racing,0 days 01:05:04.326000,2023-09-24 05:06:05.735,4,1.0,False,,False,False
2,4234016,VER,1,-1,3.0,1.0,,,68931,68363,28070,0 days 01:08:57.635000,0 days 01:10:05.946000,0 days 01:10:34.086000,132.0,233.0,206.0,192.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:07:48.688000,2023-09-24 05:08:50.097,4,1.0,False,,False,False
3,4409674,VER,1,-1,4.0,1.0,,,60867,66499,48366,0 days 01:11:34.991000,0 days 01:12:41.490000,0 days 01:13:29.833000,170.0,76.0,253.0,70.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:10:34.016000,2023-09-24 05:11:35.425,41,1.0,False,,False,False
4,4506422,VER,1,96748,5.0,1.0,,,34900,42960,18888,0 days 01:14:04.574000,0 days 01:14:47.534000,0 days 01:15:06.422000,276.0,294.0,253.0,286.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 01:13:29.674000,2023-09-24 05:14:31.083,1,1.0,False,,False,True
5,4604259,VER,1,97837,6.0,1.0,,,35176,43659,19002,0 days 01:15:41.598000,0 days 01:16:25.257000,0 days 01:16:44.259000,274.0,295.0,253.0,285.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:15:06.422000,2023-09-24 05:16:07.831,1,1.0,False,,False,True
6,4702292,VER,1,98033,7.0,1.0,,,35395,43518,19120,0 days 01:17:19.654000,0 days 01:18:03.172000,0 days 01:18:22.292000,277.0,296.0,254.0,283.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:16:44.259000,2023-09-24 05:17:45.668,1,1.0,False,,False,True
7,4800440,VER,1,98148,8.0,1.0,,,35547,43697,18904,0 days 01:18:57.839000,0 days 01:19:41.536000,0 days 01:20:00.440000,,295.0,254.0,288.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:18:22.292000,2023-09-24 05:19:23.701,1,1.0,False,,False,True
8,4898681,VER,1,98241,9.0,1.0,,,35535,43764,18942,0 days 01:20:35.975000,0 days 01:21:19.739000,0 days 01:21:38.681000,275.0,296.0,253.0,285.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:20:00.440000,2023-09-24 05:21:01.849,1,1.0,False,,False,True
9,4996982,VER,1,98301,10.0,1.0,,,35544,43760,18997,0 days 01:22:14.225000,0 days 01:22:57.985000,0 days 01:23:16.982000,274.0,296.0,253.0,285.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:21:38.681000,2023-09-24 05:22:40.090,1,1.0,False,,False,True
10,5095501,VER,1,98519,11.0,1.0,,,35704,43810,19005,0 days 01:23:52.686000,0 days 01:24:36.496000,0 days 01:24:55.501000,273.0,296.0,254.0,283.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:23:16.982000,2023-09-24 05:24:18.391,1,1.0,False,,False,True
11,5194152,VER,1,98651,12.0,1.0,,,35709,43950,18992,0 days 01:25:31.210000,0 days 01:26:15.160000,0 days 01:26:34.152000,,297.0,254.0,287.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:24:55.501000,2023-09-24 05:25:56.910,12,1.0,False,,False,True
12,5292841,VER,1,98689,13.0,1.0,,,35715,43930,19044,0 days 01:27:09.867000,0 days 01:27:53.797000,0 days 01:28:12.841000,277.0,298.0,253.0,288.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:26:34.152000,2023-09-24 05:27:35.561,1,1.0,False,,False,True
13,5412595,VER,1,119754,14.0,1.0,,,43967,56351,19436,0 days 01:28:56.808000,0 days 01:29:53.159000,0 days 01:30:12.595000,231.0,254.0,253.0,288.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:28:12.841000,2023-09-24 05:29:14.250,167,1.0,False,,False,False
14,5510968,VER,1,98373,15.0,1.0,,,35566,43781,19026,0 days 01:30:48.161000,0 days 01:31:31.942000,0 days 01:31:50.968000,277.0,297.0,254.0,286.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:30:12.595000,2023-09-24 05:31:14.004,1,1.0,False,,False,True
15,5612140,VER,1,101172,16.0,1.0,,0 days 01:33:30.843000,35811,43803,21558,0 days 01:32:26.779000,0 days 01:33:10.582000,0 days 01:33:32.140000,276.0,297.0,,289.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:31:50.968000,2023-09-24 05:32:52.377,1,1.0,False,,False,False
16,5730165,VER,1,118025,17.0,2.0,0 days 01:33:55.140000,,55875,43296,18854,0 days 01:34:28.015000,0 days 01:35:11.311000,0 days 01:35:30.165000,274.0,298.0,255.0,286.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:33:32.140000,2023-09-24 05:34:33.549,1,5.0,False,,False,False
17,5827564,VER,1,97399,18.0,2.0,,,35205,43259,18935,0 days 01:36:05.370000,0 days 01:36:48.629000,0 days 01:37:07.564000,278.0,299.0,256.0,286.0,False,MEDIUM,2.0,True,Red Bull Racing,0 days 01:35:30.165000,2023-09-24 05:36:31.574,1,3.0,False,,False,True
18,5925333,VER,1,97769,19.0,2.0,,,35312,43573,18884,0 days 01:37:42.876000,0 days 01:38:26.449000,0 days 01:38:45.333000,280.0,297.0,254.0,287.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:37:07.564000,2023-09-24 05:38:08.973,1,1.0,False,,False,True
19,6022677,VER,1,97344,20.0,2.0,,,35182,43275,18887,0 days 01:39:20.515000,0 days 01:40:03.790000,0 days 01:40:22.677000,277.0,297.0,255.0,284.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:38:45.333000,2023-09-24 05:39:46.742,1,1.0,False,,False,True
20,6120242,VER,1,97565,21.0,2.0,,,35243,43400,18922,0 days 01:40:57.920000,0 days 01:41:41.320000,0 days 01:42:00.242000,278.0,297.0,255.0,287.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:40:22.677000,2023-09-24 05:41:24.086,1,1.0,False,,False,True
21,6217834,VER,1,97592,22.0,2.0,,,35387,43333,18872,0 days 01:42:35.629000,0 days 01:43:18.962000,0 days 01:43:37.834000,276.0,298.0,254.0,289.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:42:00.242000,2023-09-24 05:43:01.651,1,1.0,False,,False,True
22,6315556,VER,1,97722,23.0,2.0,,,35268,43546,18908,0 days 01:44:13.102000,0 days 01:44:56.648000,0 days 01:45:15.556000,,298.0,255.0,287.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:43:37.834000,2023-09-24 05:44:39.243,1,1.0,False,,False,True
23,6413270,VER,1,97714,24.0,2.0,,,35295,43465,18954,0 days 01:45:50.851000,0 days 01:46:34.316000,0 days 01:46:53.270000,277.0,299.0,255.0,286.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:45:15.556000,2023-09-24 05:46:16.965,1,1.0,False,,False,True
24,6511216,VER,1,97946,25.0,2.0,,,35443,43553,18950,0 days 01:47:28.713000,0 days 01:48:12.266000,0 days 01:48:31.216000,,297.0,255.0,288.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:46:53.270000,2023-09-24 05:47:54.679,1,1.0,False,,False,True
25,6609119,VER,1,97903,26.0,2.0,,,35391,43568,18944,0 days 01:49:06.607000,0 days 01:49:50.175000,0 days 01:50:09.119000,278.0,298.0,254.0,288.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:48:31.216000,2023-09-24 05:49:32.625,1,1.0,False,,False,True
26,6706984,VER,1,97865,27.0,2.0,,,35465,43540,18860,0 days 01:50:44.584000,0 days 01:51:28.124000,0 days 01:51:46.984000,274.0,297.0,254.0,289.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:50:09.119000,2023-09-24 05:51:10.528,1,1.0,False,,False,True
27,6804542,VER,1,97558,28.0,2.0,,,35321,43411,18826,0 days 01:52:22.305000,0 days 01:53:05.716000,0 days 01:53:24.542000,275.0,298.0,255.0,294.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:51:46.984000,2023-09-24 05:52:48.393,1,1.0,False,,False,True
28,6901966,VER,1,97424,29.0,2.0,,,35048,43439,18937,0 days 01:53:59.590000,0 days 01:54:43.029000,0 days 01:55:01.966000,,298.0,255.0,293.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:53:24.542000,2023-09-24 05:54:25.951,1,1.0,False,,False,True
29,6999565,VER,1,97599,30.0,2.0,,,35259,43400,18940,0 days 01:55:37.225000,0 days 01:56:20.625000,0 days 01:56:39.565000,276.0,298.0,255.0,295.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:55:01.966000,2023-09-24 05:56:03.375,1,1.0,False,,False,True
30,7097164,VER,1,97599,31.0,2.0,,,35352,43368,18879,0 days 01:57:14.917000,0 days 01:57:58.285000,0 days 01:58:17.164000,279.0,299.0,254.0,295.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:56:39.565000,2023-09-24 05:57:40.974,1,1.0,False,,False,True
31,7195084,VER,1,97920,32.0,2.0,,,35434,43455,19031,0 days 01:58:52.598000,0 days 01:59:36.053000,0 days 01:59:55.084000,,298.0,255.0,294.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:58:17.164000,2023-09-24 05:59:18.573,1,1.0,False,,False,True
32,7292739,VER,1,97655,33.0,2.0,,,35356,43454,18845,0 days 02:00:30.440000,0 days 02:01:13.894000,0 days 02:01:32.739000,278.0,298.0,255.0,295.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:59:55.084000,2023-09-24 06:00:56.493,1,1.0,False,,False,True
33,7390472,VER,1,97733,34.0,2.0,,,35256,43649,18828,0 days 02:02:07.995000,0 days 02:02:51.644000,0 days 02:03:10.472000,,298.0,256.0,294.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 02:01:32.739000,2023-09-24 06:02:34.148,1,1.0,False,,False,True
34,7488260,VER,1,97788,35.0,2.0,,,35290,43599,18899,0 days 02:03:45.762000,0 days 02:04:29.361000,0 days 02:04:48.260000,274.0,301.0,255.0,296.0,False,MEDIUM,19.0,True,Red Bull Racing,0 days 02:03:10.472000,2023-09-24 06:04:11.881,1,1.0,False,,False,True
35,7586080,VER,1,97820,36.0,2.0,,,35333,43591,18896,0 days 02:05:23.593000,0 days 02:06:07.184000,0 days 02:06:26.080000,277.0,299.0,255.0,298.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 02:04:48.260000,2023-09-24 06:05:49.669,1,1.0,False,,False,True
36,7686344,VER,1,100264,37.0,2.0,,0 days 02:08:05.056000,35253,43610,21401,0 days 02:07:01.333000,0 days 02:07:44.943000,0 days 02:08:06.344000,275.0,298.0,,296.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 02:06:26.080000,2023-09-24 06:07:27.489,1,1.0,False,,False,False
37,7802422,VER,1,116078,38.0,3.0,0 days 02:08:28.728000,,54736,42835,18507,0 days 02:09:01.080000,0 days 02:09:43.915000,0 days 02:10:02.422000,281.0,298.0,259.0,287.0,False,HARD,1.0,True,Red Bull Racing,0 days 02:08:06.344000,2023-09-24 06:09:07.753,1,1.0,False,,False,False
38,7896605,VER,1,94183,39.0,3.0,,,33720,42118,18345,0 days 02:10:36.142000,0 days 02:11:18.260000,0 days 02:11:36.605000,280.0,300.0,257.0,297.0,True,HARD,2.0,True,Red Bull Racing,0 days 02:10:02.422000,2023-09-24 06:11:03.831,1,1.0,False,,False,True
39,7992519,VER,1,95914,40.0,3.0,,,34693,42582,18639,0 days 02:12:11.298000,0 days 02:12:53.880000,0 days 02:13:12.519000,278.0,300.0,258.0,287.0,False,HARD,3.0,True,Red Bull Racing,0 days 02:11:36.605000,2023-09-24 06:12:38.014,1,1.0,False,,False,True
40,8087952,VER,1,95433,41.0,3.0,,,34366,42490,18577,0 days 02:13:46.885000,0 days 02:14:29.375000,0 days 02:14:47.952000,277.0,300.0,258.0,294.0,False,HARD,4.0,True,Red Bull Racing,0 days 02:13:12.519000,2023-09-24 06:14:13.928,1,1.0,False,,False,True
41,8183200,VER,1,95248,42.0,3.0,,,34235,42444,18569,0 days 02:15:22.187000,0 days 02:16:04.631000,0 days 02:16:23.200000,280.0,302.0,258.0,298.0,False,HARD,5.0,True,Red Bull Racing,0 days 02:14:47.952000,2023-09-24 06:15:49.361,1,1.0,False,,False,True
42,8279169,VER,1,95969,43.0,3.0,,,34687,42795,18487,0 days 02:16:57.887000,0 days 02:17:40.682000,0 days 02:17:59.169000,277.0,300.0,258.0,298.0,False,HARD,6.0,True,Red Bull Racing,0 days 02:16:23.200000,2023-09-24 06:17:24.609,1,1.0,False,,False,True
43,8374631,VER,1,95462,44.0,3.0,,,34395,42636,18431,0 days 02:18:33.564000,0 days 02:19:16.200000,0 days 02:19:34.631000,280.0,302.0,257.0,298.0,False,HARD,7.0,True,Red Bull Racing,0 days 02:17:59.169000,2023-09-24 06:19:00.578,1,1.0,False,,False,True
44,8470546,VER,1,95915,45.0,3.0,,,34521,42808,18586,0 days 02:20:09.152000,0 days 02:20:51.960000,0 days 02:21:10.546000,279.0,302.0,258.0,301.0,False,HARD,8.0,True,Red Bull Racing,0 days 02:19:34.631000,2023-09-24 06:20:36.040,1,1.0,False,,False,True
45,8566529,VER,1,95983,46.0,3.0,,,34541,42877,18565,0 days 02:21:45.087000,0 days 02:22:27.964000,0 days 02:22:46.529000,278.0,300.0,257.0,298.0,False,HARD,9.0,True,Red Bull Racing,0 days 02:21:10.546000,2023-09-24 06:22:11.955,1,1.0,False,,False,True
46,8662749,VER,1,96220,47.0,3.0,,,34598,43001,18621,0 days 02:23:21.127000,0 days 02:24:04.128000,0 days 02:24:22.749000,,300.0,257.0,295.0,False,HARD,10.0,True,Red Bull Racing,0 days 02:22:46.529000,2023-09-24 06:23:47.938,1,1.0,False,,False,True
47,8758947,VER,1,96198,48.0,3.0,,,34643,42894,18661,0 days 02:24:57.392000,0 days 02:25:40.286000,0 days 02:25:58.947000,280.0,300.0,258.0,299.0,False,HARD,11.0,True,Red Bull Racing,0 days 02:24:22.749000,2023-09-24 06:25:24.158,1,1.0,False,,False,True
48,8855636,VER,1,96689,49.0,3.0,,,34857,43114,18718,0 days 02:26:33.804000,0 days 02:27:16.918000,0 days 02:27:35.636000,275.0,301.0,258.0,300.0,False,HARD,12.0,True,Red Bull Racing,0 days 02:25:58.947000,2023-09-24 06:27:00.356,1,1.0,False,,False,True
49,8952513,VER,1,96877,50.0,3.0,,,34934,43288,18655,0 days 02:28:10.570000,0 days 02:28:53.858000,0 days 02:29:12.513000,281.0,301.0,258.0,300.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:27:35.636000,2023-09-24 06:28:37.045,1,1.0,False,,False,True
50,9049153,VER,1,96640,51.0,3.0,,,34955,43057,18628,0 days 02:29:47.468000,0 days 02:30:30.525000,0 days 02:30:49.153000,,302.0,259.0,302.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:29:12.513000,2023-09-24 06:30:13.922,1,1.0,False,,False,True
51,9146203,VER,1,97050,52.0,3.0,,,35115,43223,18712,0 days 02:31:24.268000,0 days 02:32:07.491000,0 days 02:32:26.203000,282.0,302.0,258.0,300.0,False,HARD,15.0,True,Red Bull Racing,0 days 02:30:49.153000,2023-09-24 06:31:50.562,1,1.0,False,,False,True
52,9242503,VER,1,96300,53.0,3.0,,,34649,42899,18752,0 days 02:33:00.852000,0 days 02:33:43.751000,0 days 02:34:02.503000,279.0,299.0,256.0,296.0,False,HARD,16.0,True,Red Bull Racing,0 days 02:32:26.203000,2023-09-24 06:33:27.612,1,1.0,False,,False,True
53,3907484,NOR,4,123324,1.0,1.0,,,-1,51197,35256,,0 days 01:04:32.202000,0 days 01:05:07.545000,272.0,96.0,140.0,163.0,False,MEDIUM,1.0,True,McLaren,0 days 01:03:03.844000,2023-09-24 05:04:05.253,124,2.0,False,,False,False
54,4070912,NOR,4,-1,2.0,1.0,,,64471,68019,30933,0 days 01:06:12.013000,0 days 01:07:20.012000,0 days 01:07:50.886000,128.0,159.0,139.0,187.0,False,MEDIUM,2.0,True,McLaren,0 days 01:05:07.484000,2023-09-24 05:06:08.893,4,2.0,False,,False,False
55,4235932,NOR,4,-1,3.0,1.0,,,67602,68917,28510,0 days 01:08:58.479000,0 days 01:10:07.477000,0 days 01:10:36.008000,138.0,182.0,176.0,185.0,False,MEDIUM,3.0,True,McLaren,0 days 01:07:50.912000,2023-09-24 05:08:52.321,4,2.0,False,,False,False
56,4410498,NOR,4,-1,4.0,1.0,,,59584,66560,48427,0 days 01:11:35.523000,0 days 01:12:42.053000,0 days 01:13:30.599000,163.0,81.0,252.0,70.0,False,MEDIUM,4.0,True,McLaren,0 days 01:10:35.932000,2023-09-24 05:11:37.341,41,2.0,False,,False,False
57,4508158,NOR,4,97660,5.0,1.0,,,35358,43164,19138,0 days 01:14:05.830000,0 days 01:14:48.994000,0 days 01:15:08.132000,274.0,297.0,253.0,289.0,True,MEDIUM,5.0,True,McLaren,0 days 01:13:30.498000,2023-09-24 05:14:31.907,1,2.0,False,,False,True
58,4606316,NOR,4,98158,6.0,1.0,,,35531,43573,19054,0 days 01:15:43.663000,0 days 01:16:27.236000,0 days 01:16:46.290000,276.0,299.0,253.0,293.0,False,MEDIUM,6.0,True,McLaren,0 days 01:15:08.158000,2023-09-24 05:16:09.567,1,2.0,False,,False,True
59,4704710,NOR,4,98394,7.0,1.0,,,35661,43761,18972,0 days 01:17:21.951000,0 days 01:18:05.712000,0 days 01:18:24.684000,,299.0,254.0,293.0,False,MEDIUM,7.0,True,McLaren,0 days 01:16:46.316000,2023-09-24 05:17:47.725,1,2.0,False,,False,True
60,4803216,NOR,4,98506,8.0,1.0,,,35648,43861,18997,0 days 01:19:00.332000,0 days 01:19:44.193000,0 days 01:20:03.190000,273.0,299.0,253.0,296.0,False,MEDIUM,8.0,True,McLaren,0 days 01:18:24.710000,2023-09-24 05:19:26.119,1,2.0,False,,False,True
61,4901794,NOR,4,98578,9.0,1.0,,,35555,43866,19157,0 days 01:20:38.745000,0 days 01:21:22.611000,0 days 01:21:41.768000,274.0,299.0,253.0,287.0,False,MEDIUM,9.0,True,McLaren,0 days 01:20:03.216000,2023-09-24 05:21:04.625,1,2.0,False,,False,True
62,5000806,NOR,4,99012,10.0,1.0,,,35912,43832,19268,0 days 01:22:17.680000,0 days 01:23:01.512000,0 days 01:23:20.780000,277.0,299.0,254.0,286.0,False,MEDIUM,10.0,True,McLaren,0 days 01:21:41.794000,2023-09-24 05:22:43.203,1,2.0,False,,False,True
63,5099875,NOR,4,99069,11.0,1.0,,,35949,43998,19122,0 days 01:23:56.729000,0 days 01:24:40.727000,0 days 01:24:59.849000,276.0,299.0,254.0,287.0,False,MEDIUM,11.0,True,McLaren,0 days 01:23:20.806000,2023-09-24 05:24:22.215,1,2.0,False,,False,True
64,5199088,NOR,4,99213,12.0,1.0,,,35842,44120,19251,0 days 01:25:35.691000,0 days 01:26:19.811000,0 days 01:26:39.062000,277.0,300.0,254.0,287.0,False,MEDIUM,12.0,True,McLaren,0 days 01:24:59.875000,2023-09-24 05:26:01.284,12,2.0,False,,False,True
65,5298244,NOR,4,99156,13.0,1.0,,,35877,44080,19199,0 days 01:27:14.939000,0 days 01:27:59.019000,0 days 01:28:18.218000,278.0,300.0,253.0,289.0,False,MEDIUM,13.0,True,McLaren,0 days 01:26:39.088000,2023-09-24 05:27:40.497,1,2.0,False,,False,True
66,5421841,NOR,4,123597,14.0,1.0,,,46117,58262,19218,0 days 01:29:04.335000,0 days 01:30:02.597000,0 days 01:30:21.815000,149.0,298.0,252.0,296.0,False,MEDIUM,14.0,True,McLaren,0 days 01:28:18.244000,2023-09-24 05:29:19.653,167,2.0,False,,False,False
67,5520948,NOR,4,99107,15.0,1.0,,,36084,43940,19083,0 days 01:30:57.899000,0 days 01:31:41.839000,0 days 01:32:00.922000,273.0,299.0,254.0,296.0,False,MEDIUM,15.0,True,McLaren,0 days 01:30:21.841000,2023-09-24 05:31:23.250,1,2.0,False,,False,True
68,5620174,NOR,4,99226,16.0,1.0,,,35937,44152,19137,0 days 01:32:36.859000,0 days 01:33:21.011000,0 days 01:33:40.148000,276.0,299.0,253.0,296.0,False,MEDIUM,16.0,True,McLaren,0 days 01:32:00.948000,2023-09-24 05:33:02.357,1,2.0,False,,False,True
69,5721414,NOR,4,101240,17.0,1.0,,0 days 01:35:19.966000,35929,44078,21233,0 days 01:34:16.077000,0 days 01:35:00.155000,0 days 01:35:21.388000,274.0,298.0,,297.0,False,MEDIUM,17.0,True,McLaren,0 days 01:33:40.174000,2023-09-24 05:34:41.583,1,1.0,False,,False,False
70,5839537,NOR,4,118123,18.0,2.0,0 days 01:35:43.497000,,55501,43644,18978,0 days 01:36:16.889000,0 days 01:37:00.533000,0 days 01:37:19.511000,273.0,307.0,258.0,303.0,False,HARD,1.0,True,McLaren,0 days 01:35:21.414000,2023-09-24 05:36:22.823,1,5.0,False,,False,False
71,5936226,NOR,4,96689,19.0,2.0,,,34771,43065,18853,0 days 01:37:54.282000,0 days 01:38:37.347000,0 days 01:38:56.200000,277.0,300.0,255.0,295.0,True,HARD,2.0,True,McLaren,0 days 01:37:19.537000,2023-09-24 05:38:20.946,1,4.0,False,,False,True
72,6034002,NOR,4,97776,20.0,2.0,,,35242,43462,19072,0 days 01:39:31.442000,0 days 01:40:14.904000,0 days 01:40:33.976000,274.0,301.0,255.0,290.0,False,HARD,3.0,True,McLaren,0 days 01:38:56.226000,2023-09-24 05:39:57.635,1,4.0,False,,False,True
73,6131555,NOR,4,97553,21.0,2.0,,,35345,43226,18982,0 days 01:41:09.321000,0 days 01:41:52.547000,0 days 01:42:11.529000,278.0,301.0,255.0,289.0,False,HARD,4.0,True,McLaren,0 days 01:40:34.002000,2023-09-24 05:41:35.411,1,4.0,False,,False,True
74,6229201,NOR,4,97646,22.0,2.0,,,35194,43327,19125,0 days 01:42:46.723000,0 days 01:43:30.050000,0 days 01:43:49.175000,277.0,303.0,256.0,279.0,False,HARD,5.0,True,McLaren,0 days 01:42:11.555000,2023-09-24 05:43:12.964,1,4.0,False,,False,True
75,6327265,NOR,4,98064,23.0,2.0,,,35341,43593,19130,0 days 01:44:24.516000,0 days 01:45:08.109000,0 days 01:45:27.239000,276.0,303.0,257.0,285.0,False,HARD,6.0,True,McLaren,0 days 01:43:49.201000,2023-09-24 05:44:50.610,1,4.0,False,,False,True
76,6425402,NOR,4,98137,24.0,2.0,,,35366,43691,19080,0 days 01:46:02.605000,0 days 01:46:46.296000,0 days 01:47:05.376000,278.0,304.0,260.0,296.0,False,HARD,7.0,True,McLaren,0 days 01:45:27.265000,2023-09-24 05:46:28.674,1,3.0,False,,False,True
77,6523774,NOR,4,98372,25.0,2.0,,,35226,43733,19413,0 days 01:47:40.602000,0 days 01:48:24.335000,0 days 01:48:43.748000,281.0,304.0,260.0,294.0,False,HARD,8.0,True,McLaren,0 days 01:47:05.402000,2023-09-24 05:48:06.811,1,3.0,False,,False,True
78,6622567,NOR,4,98793,26.0,2.0,,,35931,43730,19132,0 days 01:49:19.679000,0 days 01:50:03.409000,0 days 01:50:22.541000,278.0,303.0,259.0,303.0,False,HARD,9.0,True,McLaren,0 days 01:48:43.774000,2023-09-24 05:49:45.183,1,3.0,False,,False,True
79,6719969,NOR,4,97402,27.0,2.0,,,34870,43571,18961,0 days 01:50:57.411000,0 days 01:51:40.982000,0 days 01:51:59.943000,275.0,299.0,255.0,300.0,False,HARD,10.0,True,McLaren,0 days 01:50:22.567000,2023-09-24 05:51:23.976,1,2.0,False,,False,True
80,6817988,NOR,4,98019,28.0,2.0,,,35450,43564,19005,0 days 01:52:35.393000,0 days 01:53:18.957000,0 days 01:53:37.962000,278.0,300.0,255.0,300.0,False,HARD,11.0,True,McLaren,0 days 01:51:59.969000,2023-09-24 05:53:01.378,1,2.0,True,TRACK LIMITS AT TURN 2 LAP 28 ,False,True
81,6915745,NOR,4,97757,29.0,2.0,,,35276,43531,18950,0 days 01:54:13.238000,0 days 01:54:56.769000,0 days 01:55:15.719000,277.0,300.0,256.0,300.0,False,HARD,12.0,True,McLaren,0 days 01:53:37.988000,2023-09-24 05:54:39.397,1,2.0,False,,False,True
82,7013782,NOR,4,98037,30.0,2.0,,,35330,43554,19153,0 days 01:55:51.049000,0 days 01:56:34.603000,0 days 01:56:53.756000,276.0,300.0,257.0,290.0,False,HARD,13.0,True,McLaren,0 days 01:55:15.745000,2023-09-24 05:56:17.154,1,2.0,False,,False,True
83,7111482,NOR,4,97700,31.0,2.0,,,35460,43376,18864,0 days 01:57:29.216000,0 days 01:58:12.592000,0 days 01:58:31.456000,280.0,300.0,255.0,299.0,False,HARD,14.0,True,McLaren,0 days 01:56:53.782000,2023-09-24 05:57:55.191,1,2.0,False,,False,True
84,7209927,NOR,4,98445,32.0,2.0,,,35570,43705,19170,0 days 01:59:07.026000,0 days 01:59:50.731000,0 days 02:00:09.901000,275.0,299.0,256.0,288.0,False,HARD,15.0,True,McLaren,0 days 01:58:31.482000,2023-09-24 05:59:32.891,1,2.0,False,,False,True
85,7307879,NOR,4,97952,33.0,2.0,,,35590,43491,18871,0 days 02:00:45.491000,0 days 02:01:28.982000,0 days 02:01:47.853000,279.0,300.0,255.0,300.0,False,HARD,16.0,True,McLaren,0 days 02:00:09.927000,2023-09-24 06:01:11.336,1,2.0,False,,False,True
86,7405882,NOR,4,98003,34.0,2.0,,,35387,43717,18899,0 days 02:02:23.240000,0 days 02:03:06.957000,0 days 02:03:25.856000,276.0,301.0,256.0,300.0,False,HARD,17.0,True,McLaren,0 days 02:01:47.879000,2023-09-24 06:02:49.288,1,2.0,False,,False,True
87,7503742,NOR,4,97860,35.0,2.0,,,35470,43531,18859,0 days 02:04:01.326000,0 days 02:04:44.857000,0 days 02:05:03.716000,279.0,302.0,257.0,299.0,False,HARD,18.0,True,McLaren,0 days 02:03:25.882000,2023-09-24 06:04:27.291,1,2.0,False,,False,True
88,7603848,NOR,4,100106,36.0,2.0,,0 days 02:06:42.402000,35398,43530,21178,0 days 02:05:39.114000,0 days 02:06:22.644000,0 days 02:06:43.822000,277.0,300.0,,300.0,False,HARD,19.0,True,McLaren,0 days 02:05:03.742000,2023-09-24 06:06:05.151,1,2.0,False,,False,False
89,7720629,NOR,4,116781,37.0,3.0,0 days 02:07:05.604000,,54811,42866,19104,0 days 02:07:38.633000,0 days 02:08:21.499000,0 days 02:08:40.603000,278.0,290.0,266.0,298.0,False,HARD,1.0,True,McLaren,0 days 02:06:43.848000,2023-09-24 06:07:45.257,1,4.0,False,,False,False
90,7816632,NOR,4,96003,38.0,3.0,,,34335,42795,18873,0 days 02:09:14.938000,0 days 02:09:57.733000,0 days 02:10:16.606000,274.0,301.0,257.0,287.0,True,HARD,2.0,True,McLaren,0 days 02:08:40.629000,2023-09-24 06:09:42.038,1,3.0,False,,False,True
