,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
428,4517632,OCO,31,100016,5.0,2.0,,,36282,44389,19345,0 days 01:14:13.849000,0 days 01:14:58.238000,0 days 01:15:17.583000,268.0,303.0,254.0,298.0,True,HARD,4.0,True,Alpine,0 days 01:13:37.616000,2023-09-24 05:14:39.025,1,15.0,False,,False,True
429,4618110,OCO,31,100478,6.0,2.0,,,36630,44498,19350,0 days 01:15:54.213000,0 days 01:16:38.711000,0 days 01:16:58.061000,270.0,305.0,253.0,301.0,False,HARD,5.0,True,Alpine,0 days 01:15:17.632000,2023-09-24 05:16:19.041,1,15.0,False,,False,True
430,4718645,OCO,31,100535,7.0,2.0,,,36601,44651,19283,0 days 01:17:34.662000,0 days 01:18:19.313000,0 days 01:18:38.596000,,305.0,257.0,306.0,False,HARD,6.0,True,Alpine,0 days 01:16:58.110000,2023-09-24 05:17:59.519,1,15.0,False,,False,True
431,4819046,OCO,31,100401,8.0,2.0,,,36508,44459,19434,0 days 01:19:15.104000,0 days 01:19:59.563000,0 days 01:20:18.997000,272.0,304.0,258.0,303.0,False,HARD,7.0,True,Alpine,0 days 01:18:38.645000,2023-09-24 05:19:40.054,1,15.0,False,,False,True
432,4919543,OCO,31,100497,9.0,2.0,,,36948,44336,19213,0 days 01:20:55.945000,0 days 01:21:40.281000,0 days 01:21:59.494000,266.0,304.0,258.0,303.0,False,HARD,8.0,True,Alpine,0 days 01:20:19.046000,2023-09-24 05:21:20.455,1,14.0,False,,False,True
433,5020232,OCO,31,100689,10.0,2.0,,,36360,45029,19300,0 days 01:22:35.854000,0 days 01:23:20.883000,0 days 01:23:40.183000,269.0,307.0,259.0,305.0,False,HARD,9.0,True,Alpine,0 days 01:21:59.543000,2023-09-24 05:23:00.952,1,13.0,False,,False,True
434,5120057,OCO,31,99825,11.0,2.0,,,35946,44681,19198,0 days 01:24:16.129000,0 days 01:25:00.810000,0 days 01:25:20.008000,267.0,302.0,253.0,301.0,True,HARD,10.0,True,Alpine,0 days 01:23:40.232000,2023-09-24 05:24:41.641,1,11.0,False,,False,True
435,5220609,OCO,31,100552,12.0,2.0,,,36406,44975,19171,0 days 01:25:56.414000,0 days 01:26:41.389000,0 days 01:27:00.560000,268.0,302.0,253.0,301.0,False,HARD,11.0,True,Alpine,0 days 01:25:20.057000,2023-09-24 05:26:21.466,12,10.0,False,,False,True
436,5328503,OCO,31,107894,13.0,2.0,,,36200,44755,26939,0 days 01:27:36.760000,0 days 01:28:21.515000,0 days 01:28:48.454000,270.0,302.0,145.0,302.0,False,HARD,12.0,True,Alpine,0 days 01:27:00.609000,2023-09-24 05:28:02.018,16,10.0,False,,False,False
437,5439965,OCO,31,111462,14.0,2.0,,,44050,48115,19297,0 days 01:29:32.504000,0 days 01:30:20.619000,0 days 01:30:39.916000,185.0,303.0,257.0,303.0,False,HARD,13.0,True,Alpine,0 days 01:28:48.503000,2023-09-24 05:29:49.912,671,10.0,False,,False,False
438,5539596,OCO,31,99631,15.0,2.0,,,35995,44506,19130,0 days 01:31:15.911000,0 days 01:32:00.417000,0 days 01:32:19.547000,271.0,302.0,255.0,300.0,True,HARD,14.0,True,Alpine,0 days 01:30:39.965000,2023-09-24 05:31:41.374,1,9.0,False,,False,True
439,5639625,OCO,31,100029,16.0,2.0,,,36329,44592,19108,0 days 01:32:55.876000,0 days 01:33:40.468000,0 days 01:33:59.576000,269.0,302.0,254.0,301.0,False,HARD,15.0,True,Alpine,0 days 01:32:19.596000,2023-09-24 05:33:21.005,1,9.0,False,,False,True
440,5739549,OCO,31,99924,17.0,2.0,,,36405,44412,19107,0 days 01:34:35.981000,0 days 01:35:20.393000,0 days 01:35:39.500000,270.0,302.0,254.0,304.0,False,HARD,16.0,True,Alpine,0 days 01:33:59.625000,2023-09-24 05:35:01.034,1,8.0,False,,False,True
441,5840295,OCO,31,100746,18.0,2.0,,,36315,44511,19920,0 days 01:36:15.815000,0 days 01:37:00.326000,0 days 01:37:20.246000,,302.0,256.0,305.0,False,HARD,17.0,True,Alpine,0 days 01:35:39.549000,2023-09-24 05:36:40.958,1,6.0,False,,False,True
442,5940916,OCO,31,100621,19.0,2.0,,,36293,45052,19276,0 days 01:37:56.539000,0 days 01:38:41.591000,0 days 01:39:00.867000,272.0,303.0,257.0,306.0,False,HARD,18.0,True,Alpine,0 days 01:37:20.295000,2023-09-24 05:38:21.704,1,6.0,False,,False,True
443,6041333,OCO,31,100417,20.0,2.0,,,36508,44685,19224,0 days 01:39:37.375000,0 days 01:40:22.060000,0 days 01:40:41.284000,,302.0,253.0,303.0,False,HARD,19.0,True,Alpine,0 days 01:39:00.916000,2023-09-24 05:40:02.325,1,6.0,False,,False,True
444,6142249,OCO,31,100916,21.0,2.0,,,36968,44689,19259,0 days 01:41:18.252000,0 days 01:42:02.941000,0 days 01:42:22.200000,270.0,301.0,253.0,301.0,False,HARD,20.0,True,Alpine,0 days 01:40:41.333000,2023-09-24 05:41:42.742,1,7.0,False,,False,True
445,6243191,OCO,31,100942,22.0,2.0,,,37056,44662,19224,0 days 01:42:59.256000,0 days 01:43:43.918000,0 days 01:44:03.142000,272.0,302.0,253.0,304.0,False,HARD,21.0,True,Alpine,0 days 01:42:22.249000,2023-09-24 05:43:23.658,1,8.0,False,,False,True
446,6343454,OCO,31,100263,23.0,2.0,,,36664,44509,19090,0 days 01:44:39.806000,0 days 01:45:24.315000,0 days 01:45:43.405000,271.0,302.0,254.0,304.0,False,HARD,22.0,True,Alpine,0 days 01:44:03.191000,2023-09-24 05:45:04.600,1,8.0,False,,False,True
447,6443931,OCO,31,100477,24.0,2.0,,,36435,44711,19331,0 days 01:46:19.840000,0 days 01:47:04.551000,0 days 01:47:23.882000,,301.0,254.0,301.0,False,HARD,23.0,True,Alpine,0 days 01:45:43.454000,2023-09-24 05:46:44.863,1,8.0,False,,False,True
448,6545183,OCO,31,101252,25.0,2.0,,,36443,44845,19964,0 days 01:48:00.325000,0 days 01:48:45.170000,0 days 01:49:05.134000,,283.0,257.0,281.0,False,HARD,24.0,True,Alpine,0 days 01:47:23.931000,2023-09-24 05:48:25.340,1,8.0,False,,False,True
449,6645735,OCO,31,100552,26.0,2.0,,,36546,44778,19228,0 days 01:49:41.680000,0 days 01:50:26.458000,0 days 01:50:45.686000,275.0,302.0,254.0,305.0,False,HARD,25.0,True,Alpine,0 days 01:49:05.183000,2023-09-24 05:50:06.592,1,8.0,False,,False,True
450,6746224,OCO,31,100489,27.0,2.0,,,36416,44762,19311,0 days 01:51:22.102000,0 days 01:52:06.864000,0 days 01:52:26.175000,271.0,301.0,253.0,302.0,False,HARD,26.0,True,Alpine,0 days 01:50:45.735000,2023-09-24 05:51:47.144,1,8.0,False,,False,True
451,6849125,OCO,31,102901,28.0,2.0,,0 days 01:54:07.774000,36545,44720,21636,0 days 01:53:02.720000,0 days 01:53:47.440000,0 days 01:54:09.076000,,301.0,,302.0,False,HARD,27.0,True,Alpine,0 days 01:52:26.224000,2023-09-24 05:53:27.633,1,9.0,False,,False,False
452,6966996,OCO,31,117871,29.0,3.0,0 days 01:54:31.493000,,55775,43261,18835,0 days 01:55:04.851000,0 days 01:55:48.112000,0 days 01:56:06.947000,274.0,302.0,255.0,302.0,False,HARD,1.0,True,Alpine,0 days 01:54:09.125000,2023-09-24 05:55:10.534,1,12.0,False,,False,False
453,7064568,OCO,31,97572,30.0,3.0,,,35290,43467,18815,0 days 01:56:42.237000,0 days 01:57:25.704000,0 days 01:57:44.519000,271.0,301.0,255.0,299.0,True,HARD,2.0,True,Alpine,0 days 01:56:06.996000,2023-09-24 05:57:08.405,1,11.0,False,,False,True
454,7162546,OCO,31,97978,31.0,3.0,,,35511,43618,18849,0 days 01:58:20.030000,0 days 01:59:03.648000,0 days 01:59:22.497000,272.0,300.0,255.0,298.0,False,HARD,3.0,True,Alpine,0 days 01:57:44.568000,2023-09-24 05:58:45.977,1,10.0,False,,False,True
455,7260379,OCO,31,97833,32.0,3.0,,,35454,43469,18910,0 days 01:59:57.951000,0 days 02:00:41.420000,0 days 02:01:00.330000,,300.0,255.0,301.0,False,HARD,4.0,True,Alpine,0 days 01:59:22.546000,2023-09-24 06:00:23.955,1,10.0,False,,False,True
456,7358232,OCO,31,97853,33.0,3.0,,,35507,43517,18829,0 days 02:01:35.837000,0 days 02:02:19.354000,0 days 02:02:38.183000,273.0,300.0,256.0,301.0,False,HARD,5.0,True,Alpine,0 days 02:01:00.379000,2023-09-24 06:02:01.788,1,10.0,False,,False,True
457,7455630,OCO,31,97398,34.0,3.0,,,35053,43503,18842,0 days 02:03:13.236000,0 days 02:03:56.739000,0 days 02:04:15.581000,274.0,301.0,256.0,300.0,True,HARD,6.0,True,Alpine,0 days 02:02:38.232000,2023-09-24 06:03:39.641,1,10.0,False,,False,True
458,7553478,OCO,31,97848,35.0,3.0,,,35292,43580,18976,0 days 02:04:50.873000,0 days 02:05:34.453000,0 days 02:05:53.429000,273.0,300.0,255.0,300.0,False,HARD,7.0,True,Alpine,0 days 02:04:15.630000,2023-09-24 06:05:17.039,1,9.0,False,,False,True
459,7651094,OCO,31,97616,36.0,3.0,,,35184,43594,18838,0 days 02:06:28.613000,0 days 02:07:12.207000,0 days 02:07:31.045000,275.0,300.0,256.0,302.0,False,HARD,8.0,True,Alpine,0 days 02:05:53.478000,2023-09-24 06:06:54.887,1,9.0,False,,False,True
460,7749188,OCO,31,98094,37.0,3.0,,,35409,43636,19049,0 days 02:08:06.454000,0 days 02:08:50.090000,0 days 02:09:09.139000,,299.0,256.0,300.0,False,HARD,9.0,True,Alpine,0 days 02:07:31.094000,2023-09-24 06:08:32.503,1,9.0,False,,False,True
461,7847068,OCO,31,97880,38.0,3.0,,,35441,43654,18785,0 days 02:09:44.580000,0 days 02:10:28.234000,0 days 02:10:47.019000,274.0,301.0,256.0,301.0,False,HARD,10.0,True,Alpine,0 days 02:09:09.188000,2023-09-24 06:10:10.597,1,9.0,False,,False,True
462,7945094,OCO,31,98026,39.0,3.0,,,35441,43631,18954,,0 days 02:12:06.091000,0 days 02:12:25.045000,273.0,301.0,255.0,300.0,False,HARD,11.0,True,Alpine,0 days 02:10:47.068000,2023-09-24 06:11:48.477,1,9.0,False,,False,True
463,8042998,OCO,31,97904,40.0,3.0,,,35515,43522,18867,0 days 02:13:00.560000,0 days 02:13:44.082000,0 days 02:14:02.949000,275.0,301.0,256.0,302.0,False,HARD,12.0,True,Alpine,0 days 02:12:25.094000,2023-09-24 06:13:26.503,1,9.0,False,,False,True
464,8140771,OCO,31,97773,41.0,3.0,,,35402,43493,18878,0 days 02:14:38.351000,0 days 02:15:21.844000,0 days 02:15:40.722000,274.0,300.0,255.0,301.0,False,HARD,13.0,True,Alpine,0 days 02:14:02.998000,2023-09-24 06:15:04.407,1,9.0,False,,False,True
465,8238591,OCO,31,97820,42.0,3.0,,,35398,43613,18809,0 days 02:16:16.120000,0 days 02:16:59.733000,0 days 02:17:18.542000,,300.0,256.0,301.0,False,HARD,14.0,True,Alpine,0 days 02:15:40.771000,2023-09-24 06:16:42.180,1,9.0,False,,False,True
466,8336384,OCO,31,97793,43.0,3.0,,,35459,43557,18777,0 days 02:17:54.001000,0 days 02:18:37.558000,0 days 02:18:56.335000,275.0,302.0,256.0,301.0,False,HARD,15.0,True,Alpine,0 days 02:17:18.591000,2023-09-24 06:18:20.000,1,9.0,False,,False,True
467,8434700,OCO,31,98316,44.0,3.0,,,35616,43794,18906,0 days 02:19:31.951000,0 days 02:20:15.745000,0 days 02:20:34.651000,,301.0,256.0,302.0,False,HARD,16.0,True,Alpine,0 days 02:18:56.384000,2023-09-24 06:19:57.793,1,9.0,False,,False,True
468,8532898,OCO,31,98198,45.0,3.0,,,35560,43721,18917,0 days 02:21:10.211000,0 days 02:21:53.932000,0 days 02:22:12.849000,,301.0,256.0,302.0,False,HARD,17.0,True,Alpine,0 days 02:20:34.700000,2023-09-24 06:21:36.109,1,9.0,False,,False,True
469,8633674,OCO,31,100776,46.0,3.0,,,35629,43657,21490,0 days 02:22:48.478000,0 days 02:23:32.135000,0 days 02:23:53.625000,276.0,300.0,257.0,293.0,False,HARD,18.0,True,Alpine,0 days 02:22:12.898000,2023-09-24 06:23:14.307,1,10.0,False,,False,True
470,8732432,OCO,31,98758,47.0,3.0,,,35857,43940,18961,0 days 02:24:29.482000,0 days 02:25:13.422000,0 days 02:25:32.383000,277.0,303.0,257.0,307.0,False,HARD,19.0,True,Alpine,0 days 02:23:53.674000,2023-09-24 06:24:55.083,1,10.0,False,,False,True
471,8830824,OCO,31,98392,48.0,3.0,,,35636,43813,18943,0 days 02:26:08.019000,0 days 02:26:51.832000,0 days 02:27:10.775000,274.0,303.0,257.0,302.0,False,HARD,20.0,True,Alpine,0 days 02:25:32.432000,2023-09-24 06:26:33.841,1,10.0,False,,False,True
472,8929205,OCO,31,98381,49.0,3.0,,,35631,43860,18890,0 days 02:27:46.406000,0 days 02:28:30.266000,0 days 02:28:49.156000,,303.0,258.0,303.0,False,HARD,21.0,True,Alpine,0 days 02:27:10.824000,2023-09-24 06:28:12.233,1,10.0,False,,False,True
473,9027535,OCO,31,98330,50.0,3.0,,,35680,43834,18816,0 days 02:29:24.836000,0 days 02:30:08.670000,0 days 02:30:27.486000,275.0,303.0,257.0,304.0,False,HARD,22.0,True,Alpine,0 days 02:28:49.205000,2023-09-24 06:29:50.614,1,10.0,False,,False,True
474,9125921,OCO,31,98386,51.0,3.0,,,35615,43848,18923,0 days 02:31:03.101000,0 days 02:31:46.949000,0 days 02:32:05.872000,,304.0,256.0,303.0,False,HARD,23.0,True,Alpine,0 days 02:30:27.535000,2023-09-24 06:31:28.944,1,10.0,False,,False,True
475,9223966,OCO,31,98045,52.0,3.0,,,35361,43733,18951,0 days 02:32:41.233000,0 days 02:33:24.966000,0 days 02:33:43.917000,,303.0,256.0,304.0,False,HARD,24.0,True,Alpine,0 days 02:32:05.921000,2023-09-24 06:33:07.330,1,10.0,False,,False,True
476,9322258,OCO,31,98292,53.0,3.0,,,35535,43813,18944,0 days 02:34:19.452000,0 days 02:35:03.265000,0 days 02:35:22.209000,276.0,302.0,255.0,306.0,False,HARD,25.0,True,Alpine,0 days 02:33:43.966000,2023-09-24 06:34:45.375,1,9.0,False,,False,True
477,3926687,GAS,10,142428,1.0,1.0,,,-1,72048,28712,,0 days 01:04:57.920000,0 days 01:05:26.639000,270.0,161.0,147.0,167.0,False,MEDIUM,1.0,True,Alpine,0 days 01:03:03.844000,2023-09-24 05:04:05.253,124,14.0,False,,False,False
478,4088615,GAS,10,-1,2.0,1.0,,,63630,68698,29658,0 days 01:06:30.309000,0 days 01:07:38.902000,0 days 01:08:08.667000,229.0,226.0,194.0,135.0,False,MEDIUM,2.0,True,Alpine,0 days 01:05:26.687000,2023-09-24 05:06:28.096,4,14.0,False,,False,False
479,4257032,GAS,10,-1,3.0,1.0,,,66772,70235,31455,0 days 01:09:15.338000,0 days 01:10:25.555000,0 days 01:10:56.977000,240.0,224.0,118.0,199.0,False,MEDIUM,3.0,True,Alpine,0 days 01:08:08.615000,2023-09-24 05:09:10.024,4,13.0,False,,False,False
480,4416287,GAS,10,-1,4.0,1.0,,,55196,61698,42350,0 days 01:11:52.272000,0 days 01:12:54.037000,0 days 01:13:36.380000,132.0,89.0,255.0,56.0,False,MEDIUM,4.0,True,Alpine,0 days 01:10:57.032000,2023-09-24 05:11:58.441,41,13.0,False,,False,False
481,4516557,GAS,10,100270,5.0,1.0,,,36665,44340,19265,0 days 01:14:12.897000,0 days 01:14:57.237000,0 days 01:15:16.502000,279.0,302.0,256.0,301.0,True,MEDIUM,5.0,True,Alpine,0 days 01:13:36.287000,2023-09-24 05:14:37.696,1,13.0,False,,False,True
482,4616841,GAS,10,100284,6.0,1.0,,,36531,44560,19193,0 days 01:15:53.033000,0 days 01:16:37.593000,0 days 01:16:56.786000,270.0,302.0,254.0,300.0,False,MEDIUM,6.0,True,Alpine,0 days 01:15:16.557000,2023-09-24 05:16:17.966,1,13.0,False,,False,True
483,4716995,GAS,10,100154,7.0,1.0,,,36815,44230,19109,0 days 01:17:33.601000,0 days 01:18:17.831000,0 days 01:18:36.940000,266.0,304.0,257.0,308.0,True,MEDIUM,7.0,True,Alpine,0 days 01:16:56.841000,2023-09-24 05:17:58.250,1,13.0,False,,False,True
484,4817251,GAS,10,100256,8.0,1.0,,,36517,44627,19112,0 days 01:19:13.457000,0 days 01:19:58.084000,0 days 01:20:17.196000,269.0,302.0,256.0,301.0,False,MEDIUM,8.0,True,Alpine,0 days 01:18:36.995000,2023-09-24 05:19:38.404,1,12.0,False,,False,True
485,4917211,GAS,10,99960,9.0,1.0,,,36321,44516,19123,0 days 01:20:53.517000,0 days 01:21:38.033000,0 days 01:21:57.156000,268.0,300.0,254.0,298.0,True,MEDIUM,9.0,True,Alpine,0 days 01:20:17.251000,2023-09-24 05:21:18.660,1,11.0,False,,False,True
486,5017459,GAS,10,100248,10.0,1.0,,,36662,44493,19093,0 days 01:22:33.818000,0 days 01:23:18.311000,0 days 01:23:37.404000,267.0,301.0,253.0,300.0,False,MEDIUM,10.0,True,Alpine,0 days 01:21:57.211000,2023-09-24 05:22:58.620,1,11.0,False,,False,True
487,5117742,GAS,10,100283,11.0,1.0,,,36589,44560,19134,0 days 01:24:13.993000,0 days 01:24:58.553000,0 days 01:25:17.687000,268.0,300.0,252.0,299.0,False,MEDIUM,11.0,True,Alpine,0 days 01:23:37.459000,2023-09-24 05:24:38.868,1,10.0,False,,False,True
488,5218077,GAS,10,100335,12.0,1.0,,,36630,44613,19092,0 days 01:25:54.317000,0 days 01:26:38.930000,0 days 01:26:58.022000,267.0,301.0,254.0,301.0,False,MEDIUM,12.0,True,Alpine,0 days 01:25:17.742000,2023-09-24 05:26:19.151,12,9.0,False,,False,True
489,5321230,GAS,10,103153,13.0,1.0,,,36591,44508,22054,0 days 01:27:34.613000,0 days 01:28:19.121000,0 days 01:28:41.175000,268.0,300.0,75.0,301.0,False,MEDIUM,13.0,True,Alpine,0 days 01:26:58.077000,2023-09-24 05:27:59.486,16,9.0,False,,False,False
490,5437007,GAS,10,115777,14.0,1.0,,,46972,49511,19294,0 days 01:29:28.147000,0 days 01:30:17.658000,0 days 01:30:36.952000,166.0,301.0,252.0,301.0,False,MEDIUM,14.0,True,Alpine,0 days 01:28:41.230000,2023-09-24 05:29:42.639,671,7.0,False,,False,False
491,5537893,GAS,10,100886,15.0,1.0,,,36499,44540,19847,0 days 01:31:13.451000,0 days 01:31:57.991000,0 days 01:32:17.838000,266.0,298.0,255.0,294.0,False,MEDIUM,15.0,True,Alpine,0 days 01:30:37.007000,2023-09-24 05:31:38.416,1,8.0,False,,False,True
492,5638344,GAS,10,100451,16.0,1.0,,,36675,44573,19203,0 days 01:32:54.513000,0 days 01:33:39.086000,0 days 01:33:58.289000,268.0,299.0,254.0,297.0,False,MEDIUM,16.0,True,Alpine,0 days 01:32:17.893000,2023-09-24 05:33:19.302,1,8.0,False,,False,True
493,5738376,GAS,10,100032,17.0,1.0,,,36446,44429,19157,0 days 01:34:34.735000,0 days 01:35:19.164000,0 days 01:35:38.321000,269.0,299.0,253.0,299.0,False,MEDIUM,17.0,True,Alpine,0 days 01:33:58.344000,2023-09-24 05:34:59.753,1,7.0,False,,False,True
494,5841324,GAS,10,102948,18.0,1.0,,0 days 01:37:19.997000,36466,44493,21989,0 days 01:36:14.787000,0 days 01:36:59.280000,0 days 01:37:21.269000,268.0,298.0,,296.0,False,MEDIUM,18.0,True,Alpine,0 days 01:35:38.376000,2023-09-24 05:36:39.785,1,8.0,False,,False,False
495,5960952,GAS,10,119628,19.0,2.0,0 days 01:37:44.370000,,57273,43757,18598,0 days 01:38:18.542000,0 days 01:39:02.299000,0 days 01:39:20.897000,270.0,304.0,262.0,307.0,False,HARD,1.0,True,Alpine,0 days 01:37:21.324000,2023-09-24 05:38:22.733,1,15.0,False,,False,False
496,6058231,GAS,10,97279,20.0,2.0,,,34951,43512,18816,0 days 01:39:55.848000,0 days 01:40:39.360000,0 days 01:40:58.176000,268.0,303.0,256.0,303.0,True,HARD,2.0,True,Alpine,0 days 01:39:20.952000,2023-09-24 05:40:22.361,1,14.0,False,,False,True
497,6158329,GAS,10,100098,21.0,2.0,,,36261,44531,19306,0 days 01:41:34.437000,0 days 01:42:18.968000,0 days 01:42:38.274000,270.0,308.0,258.0,304.0,False,HARD,3.0,True,Alpine,0 days 01:40:58.231000,2023-09-24 05:41:59.640,1,12.0,False,,False,True
498,6256510,GAS,10,98181,22.0,2.0,,,35497,43729,18955,0 days 01:43:13.771000,0 days 01:43:57.500000,0 days 01:44:16.455000,271.0,304.0,260.0,303.0,False,HARD,4.0,True,Alpine,0 days 01:42:38.329000,2023-09-24 05:43:39.738,1,12.0,False,,False,True
499,6355166,GAS,10,98656,23.0,2.0,,,35419,44009,19228,0 days 01:44:51.874000,0 days 01:45:35.883000,0 days 01:45:55.111000,269.0,304.0,261.0,299.0,False,HARD,5.0,True,Alpine,0 days 01:44:16.510000,2023-09-24 05:45:17.919,1,11.0,False,,False,True
500,6453409,GAS,10,98243,24.0,2.0,,,35263,43971,19009,0 days 01:46:30.374000,0 days 01:47:14.345000,0 days 01:47:33.354000,267.0,299.0,255.0,300.0,False,HARD,6.0,True,Alpine,0 days 01:45:55.166000,2023-09-24 05:46:56.575,1,10.0,False,,False,True
501,6552421,GAS,10,99012,25.0,2.0,,,35925,43973,19114,0 days 01:48:09.279000,0 days 01:48:53.252000,0 days 01:49:12.366000,266.0,299.0,255.0,294.0,False,HARD,7.0,True,Alpine,0 days 01:47:33.409000,2023-09-24 05:48:34.818,1,10.0,False,,False,True
502,6651113,GAS,10,98692,26.0,2.0,,,35908,43773,19011,0 days 01:49:48.274000,0 days 01:50:32.047000,0 days 01:50:51.058000,268.0,300.0,255.0,297.0,False,HARD,8.0,True,Alpine,0 days 01:49:12.421000,2023-09-24 05:50:13.830,1,9.0,False,,False,True
503,6749720,GAS,10,98607,27.0,2.0,,,35757,43899,18951,0 days 01:51:26.815000,0 days 01:52:10.714000,0 days 01:52:29.665000,269.0,299.0,254.0,300.0,False,HARD,9.0,True,Alpine,0 days 01:50:51.113000,2023-09-24 05:51:52.522,1,9.0,False,,False,True
504,6848578,GAS,10,98858,28.0,2.0,,,35863,43902,19093,0 days 01:53:05.528000,0 days 01:53:49.430000,0 days 01:54:08.523000,270.0,301.0,253.0,302.0,False,HARD,10.0,True,Alpine,0 days 01:52:29.720000,2023-09-24 05:53:31.129,1,8.0,False,,False,True
505,6947619,GAS,10,99041,29.0,2.0,,,35859,44130,19052,0 days 01:54:44.382000,0 days 01:55:28.512000,0 days 01:55:47.564000,,298.0,254.0,299.0,False,HARD,11.0,True,Alpine,0 days 01:54:08.578000,2023-09-24 05:55:09.987,1,8.0,False,,False,True
506,7046438,GAS,10,98819,30.0,2.0,,,35832,43956,19031,0 days 01:56:23.396000,0 days 01:57:07.352000,0 days 01:57:26.383000,269.0,298.0,254.0,298.0,False,HARD,12.0,True,Alpine,0 days 01:55:47.619000,2023-09-24 05:56:49.028,1,8.0,False,,False,True
507,7145264,GAS,10,98826,31.0,2.0,,,35812,43940,19074,0 days 01:58:02.195000,0 days 01:58:46.135000,0 days 01:59:05.209000,270.0,298.0,254.0,298.0,False,HARD,13.0,True,Alpine,0 days 01:57:26.438000,2023-09-24 05:58:27.847,1,8.0,False,,False,True
508,7244158,GAS,10,98894,32.0,2.0,,,35935,43970,18989,0 days 01:59:41.144000,0 days 02:00:25.114000,0 days 02:00:44.103000,269.0,297.0,255.0,298.0,False,HARD,14.0,True,Alpine,0 days 01:59:05.264000,2023-09-24 06:00:06.673,1,8.0,False,,False,True
509,7343007,GAS,10,98849,33.0,2.0,,,35846,44017,18986,0 days 02:01:19.949000,0 days 02:02:03.966000,0 days 02:02:22.952000,,298.0,255.0,297.0,False,HARD,15.0,True,Alpine,0 days 02:00:44.158000,2023-09-24 06:01:45.567,1,8.0,False,,False,True
510,7444385,GAS,10,101378,34.0,2.0,,0 days 02:04:03.029000,35779,44087,21512,0 days 02:02:58.731000,0 days 02:03:42.818000,0 days 02:04:04.330000,270.0,299.0,,297.0,False,HARD,16.0,True,Alpine,0 days 02:02:23.007000,2023-09-24 06:03:24.416,1,8.0,False,,False,False
511,7563159,GAS,10,118774,35.0,3.0,0 days 02:04:27.607000,,56456,43308,19010,0 days 02:05:00.786000,0 days 02:05:44.094000,0 days 02:06:03.104000,273.0,300.0,263.0,304.0,False,HARD,1.0,True,Alpine,0 days 02:04:04.385000,2023-09-24 06:05:05.794,1,11.0,False,,False,False
512,7659530,GAS,10,96371,36.0,3.0,,,34663,43062,18646,0 days 02:06:37.767000,0 days 02:07:20.829000,0 days 02:07:39.475000,271.0,298.0,257.0,300.0,True,HARD,2.0,True,Alpine,0 days 02:06:03.159000,2023-09-24 06:07:04.568,1,10.0,False,,False,True
513,7756530,GAS,10,97000,37.0,3.0,,,34998,43258,18744,0 days 02:08:14.473000,0 days 02:08:57.731000,0 days 02:09:16.475000,269.0,298.0,257.0,292.0,False,HARD,3.0,True,Alpine,0 days 02:07:39.530000,2023-09-24 06:08:40.939,1,10.0,False,,False,True
514,7853733,GAS,10,97203,38.0,3.0,,,35176,43281,18746,0 days 02:09:51.651000,0 days 02:10:34.932000,0 days 02:10:53.678000,270.0,299.0,256.0,293.0,False,HARD,4.0,True,Alpine,0 days 02:09:16.530000,2023-09-24 06:10:17.939,1,10.0,False,,False,True
515,7950713,GAS,10,96980,39.0,3.0,,,35086,43175,18719,0 days 02:11:28.764000,0 days 02:12:11.939000,0 days 02:12:30.658000,271.0,300.0,257.0,295.0,False,HARD,5.0,True,Alpine,0 days 02:10:53.733000,2023-09-24 06:11:55.142,1,10.0,False,,False,True
516,8047673,GAS,10,96960,40.0,3.0,,,35060,43170,18730,0 days 02:13:05.718000,0 days 02:13:48.888000,0 days 02:14:07.618000,273.0,300.0,257.0,298.0,False,HARD,6.0,True,Alpine,0 days 02:12:30.713000,2023-09-24 06:13:32.122,1,10.0,False,,False,True
517,8144922,GAS,10,97249,41.0,3.0,,,35184,43283,18782,0 days 02:14:42.802000,0 days 02:15:26.085000,0 days 02:15:44.867000,272.0,300.0,255.0,298.0,False,HARD,7.0,True,Alpine,0 days 02:14:07.673000,2023-09-24 06:15:09.082,1,10.0,False,,False,True
518,8242122,GAS,10,97200,42.0,3.0,,,35212,43284,18704,0 days 02:16:20.079000,0 days 02:17:03.363000,0 days 02:17:22.067000,,300.0,256.0,298.0,False,HARD,8.0,True,Alpine,0 days 02:15:44.922000,2023-09-24 06:16:46.331,1,10.0,False,,False,True
519,8339673,GAS,10,97551,43.0,3.0,,,35268,43512,18771,0 days 02:17:57.335000,0 days 02:18:40.847000,0 days 02:18:59.618000,,302.0,256.0,299.0,False,HARD,9.0,True,Alpine,0 days 02:17:22.122000,2023-09-24 06:18:23.531,1,10.0,False,,False,True
520,8437406,GAS,10,97733,44.0,3.0,,,35251,43713,18769,0 days 02:19:34.869000,0 days 02:20:18.582000,0 days 02:20:37.351000,273.0,300.0,256.0,300.0,False,HARD,10.0,True,Alpine,0 days 02:18:59.673000,2023-09-24 06:20:01.082,1,10.0,False,,False,True
